AGM,3030,001,Cal for Mech Ag,48%,40%,10%,0%,0%,0%,0%,2%,"Han, Young J"
AGM,4020,001,Land Drain and Irrig,10%,55%,30%,5%,0%,0%,0%,0%,"Privette, Charles V"
AGM,4100,001,Precision Ag Tech,24%,44%,22%,10%,0%,0%,0%,0%,"Massey, Hunter F"
AGM,4520,001,Mobile Power,24%,44%,24%,5%,0%,0%,0%,2%,"Massey, Hunter F"
AGM,4720,001,Capstone,7%,36%,57%,0%,0%,0%,0%,0%,"Chastain, John P"
AL,3490,400,Principles of Coaching,41%,22%,33%,0%,0%,0%,0%,4%,"Cadorette, Deborah J"
AL,3490,401,Principles of Coaching,31%,52%,10%,3%,3%,0%,0%,0%,"Cadorette, Deborah J"
AL,3490,402,Principles of Coaching,52%,28%,4%,8%,4%,0%,0%,4%,"Wright, Julia S"
AL,3490,403,Principles of Coaching,67%,26%,4%,0%,4%,0%,0%,0%,"Connor, Clyde Keith"
AL,3490,404,Principles of Coaching,50%,31%,12%,4%,4%,0%,0%,0%,"Connor, Clyde Keith"
AL,3490,405,Principles of Coaching,74%,11%,0%,7%,4%,0%,0%,4%,"Fry, Edmond H"
AL,3500,400,Sci Basis I/Ex Phy,22%,19%,26%,22%,7%,0%,0%,4%,"Godfrey, Michael G"
AL,3500,401,Sci Basis I/Ex Phy,36%,16%,32%,8%,4%,0%,0%,4%,"Godfrey, Michael G"
AL,3520,400,Kinesiology,42%,5%,16%,16%,11%,0%,0%,11%,"Godfrey, Michael G"
AL,3530,400,Athletic Injuries,42%,15%,27%,15%,0%,0%,0%,0%,"Colbert, Isaac Sean"
AL,3530,401,Athletic Injuries,22%,22%,22%,17%,13%,0%,0%,4%,"Colbert, Isaac Sean"
AL,3600,400,Hgh Sch Athl Ethical/Legal Iss,33%,38%,19%,5%,5%,0%,0%,0%,"Connor, Clyde Keith"
AL,3610,400,Admin/Org of Athletic Programs,81%,12%,8%,0%,0%,0%,0%,0%,"Oates, Henry C."
AL,3610,401,Admin/Org of Athletic Programs,73%,27%,0%,0%,0%,0%,0%,0%,"Oates, Henry C."
AL,3610,402,Admin/Org of Athletic Programs,71%,17%,8%,0%,0%,0%,0%,4%,"Oates, Henry C."
AL,3620,400,Psychology of Coaching,44%,24%,12%,16%,4%,0%,0%,0%,"Carter, Natalie Anne"
AL,3620,401,Psychology of Coaching,18%,30%,27%,15%,6%,0%,0%,3%,"Carter, Natalie Anne"
AL,3710,400,Coaching Baseball,65%,10%,10%,10%,5%,0%,0%,0%,"Hickey, Justin M"
AL,3720,400,Coaching Basketball,50%,8%,17%,4%,13%,0%,0%,8%,"Fry, Edmond H"
AL,3740,400,Coaching Football,54%,21%,8%,0%,17%,0%,0%,0%,"Fry, Edmond H"
AL,3760,400,Coaching Strength/Conditioning,58%,17%,4%,8%,4%,0%,0%,8%,"Fry, Edmond H"
AL,4380,400,Creative Inquire C&A,47%,27%,13%,7%,7%,0%,0%,0%,"Cadorette, Deborah J"
AL,4380,410,Coaching Rugby,76%,12%,0%,0%,0%,0%,0%,12%,"Cadorette, Deborah J"
AL,8640,400,Ethical Iss in Collegiate Athl,89%,5%,0%,0%,5%,0%,0%,0%,"Satterfield, James W"
ANTH,2010,001,Introduction to Anthropology,5%,25%,37%,15%,8%,0%,0%,10%,"Coggeshall, John M"
ANTH,2010,002,Introduction to Anthropology,37%,44%,14%,3%,1%,0%,0%,1%,"Weisensee, Katherine"
ANTH,2010,003,Introduction to Anthropology,55%,21%,7%,4%,2%,0%,0%,11%,"Rapaport, Lisa G"
ANTH,3200,001,North American Indian Cultures,30%,40%,20%,0%,0%,0%,0%,10%,"Coggeshall, John M"
ANTH,3310,001,Archaeology,24%,35%,35%,6%,0%,0%,0%,0%,"Vogel, Melissa A"
ANTH,3510,001,Biological Anthropology,35%,40%,20%,5%,0%,0%,0%,0%,"Weisensee, Katherine"
ANTH,4230,001,Women in the Developing World,61%,33%,0%,6%,0%,0%,0%,0%,"Vogel, Melissa A"
APEC,2020,001,Agric Economics,87%,11%,2%,0%,0%,0%,0%,0%,"Bolotova, Yuliya Val"
APEC,2050,001,Agric and Society,39%,38%,18%,4%,0%,0%,0%,2%,"Vassalos, Michael"
APEC,3190,001,Agribusiness Mgt,34%,30%,26%,4%,2%,0%,0%,4%,"Vassalos, Michael"
APEC,3570,001,Nat Resource Econ,29%,19%,27%,19%,2%,0%,0%,4%,"Willis, David Brian"
APEC,4560,001,Prices,67%,33%,0%,0%,0%,0%,0%,0%,"Bolotova, Yuliya Val"
ARAB,1010,001,Elementary Arabic I,69%,19%,0%,0%,0%,0%,0%,13%,"Abou-Samra, Sulafa"
ARAB,1020,001,Elementary Arabic II,80%,20%,0%,0%,0%,0%,0%,0%,"Abou-Samra, Sulafa"
ARCH,1510,001,Arch Communication,53%,41%,0%,0%,6%,0%,0%,0%,"Hambright-Belue, Sal"
ARCH,1510,002,Arch Communication,45%,50%,0%,0%,0%,0%,0%,5%,"Silance, Robert T"
ARCH,1510,003,Arch Communication,47%,53%,0%,0%,0%,0%,0%,0%,"Satoh, Junichi"
ARCH,1510,004,Arch Communication,58%,21%,5%,5%,0%,0%,0%,11%,"Mendez, Clarissa A"
ARCH,2520,001,Arch Foundations II,45%,36%,9%,9%,0%,0%,0%,0%,"Lee, David M"
ARCH,2520,002,Arch Foundations II,50%,50%,0%,0%,0%,0%,0%,0%,"Choma, Joseph"
ARCH,2520,004,Arch Foundations II,60%,30%,10%,0%,0%,0%,0%,0%,"Mendez, Clarissa A"
ARCH,2700,001,Structures I,43%,36%,14%,7%,0%,0%,0%,0%,"Hogan, Robert John"
ARCH,2700,002,Structures I,47%,47%,0%,0%,6%,0%,0%,0%,"Hogan, Robert John"
ARCH,2710,001,Structures II,67%,24%,5%,0%,0%,0%,0%,5%,"Kleiss, Michael Carl"
ARCH,3530,001,Studio Genoa,70%,30%,0%,0%,0%,0%,0%,0%,"Powers, Matthew Neal"
ARCH,4010,001,Arch Portfolio,50%,14%,18%,0%,5%,0%,0%,14%,"Soleimani, Arash"
ARCH,4520,001,Synthesis Studio,42%,50%,8%,0%,0%,0%,0%,0%,"Bruhns, Robert A."
ARCH,4520,002,Synthesis Studio,55%,45%,0%,0%,0%,0%,0%,0%,"Wilkerson, Julie Poe"
ARCH,4520,003,Synthesis Studio,36%,45%,18%,0%,0%,0%,0%,0%,"Mills, Criss B."
ARCH,6880,001,Arch Programming,78%,22%,0%,0%,0%,0%,0%,0%,"Edwards, Byron Malet"
ARCH,6990,002,Glass as a Modern Material,67%,33%,0%,0%,0%,0%,0%,0%,"Ersoy, Ufuk"
ARCH,8110,001,Visualization II,38%,50%,0%,0%,6%,0%,0%,6%,"Hecker, Douglas A."
ARCH,8200,001,Bldg Design & Constr,59%,29%,6%,0%,0%,0%,0%,6%,"Bausman, Dennis C"
ARCH,8420,001,Arch Studio II,43%,57%,0%,0%,0%,0%,0%,0%,"Laurence, Peter L"
ARCH,8420,002,Arch Studio II,22%,44%,11%,0%,11%,0%,0%,11%,"Satoh, Junichi"
ARCH,8610,001,History/Theory II,40%,47%,0%,0%,7%,0%,0%,7%,"Bruhns, Robert A."
ARCH,8710,001,Structures II,45%,41%,9%,0%,0%,0%,0%,5%,"Albright, Dustin Gra"
ARCH,8730,001,Environmental Sys,70%,27%,0%,0%,0%,0%,0%,3%,"Blouin, Vincent Yves"
ARCH,8740,001,Building Process:TR,75%,25%,0%,0%,0%,0%,0%,0%,"Jacques, John D"
ARCH,8740,002,Building Process:TR,62%,38%,0%,0%,0%,0%,0%,0%,"Jacques, John D"
ARCH,8820,001,Building Economics,89%,9%,2%,0%,0%,0%,0%,0%,"Silance, Robert T"
ARCH,8900,001,Directed Studies,71%,14%,14%,0%,0%,0%,0%,0%,"Joseph, Anjali"
ARCH,8920,002,Comprehensive Studio,20%,80%,0%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So"
ARCH,8920,003,Comprehensive Studio,50%,50%,0%,0%,0%,0%,0%,0%,"Albright, Dustin Gra"
ARCH,8920,004,Comprehensive Studio,20%,80%,0%,0%,0%,0%,0%,0%,"Franco Santa Cruz, D"
ARCH,8920,005,Comprehensive Studio,0%,70%,30%,0%,0%,0%,0%,0%,"Green, Keith E."
ARCH,8960,001,A+H Studio: Tectonic,71%,29%,0%,0%,0%,0%,0%,0%,"Edwards, Byron Malet"
ART,1060,001,Foundation Drawing II,52%,24%,14%,0%,5%,0%,0%,5%,"Thum, Kathleen Ann"
ART,1520,001,Foundations Art II,88%,6%,6%,0%,0%,0%,0%,0%,"Manson V, Joseph Ric"
ART,2050,001,Beginning Life Drawing,44%,39%,17%,0%,0%,0%,0%,0%,"Giannell, Alexandra"
ART,2070,001,Beginning Painting,53%,40%,0%,0%,0%,0%,0%,7%,"Siber, Hilary Erin"
ART,2090,001,Beginning Sculpture,31%,62%,0%,0%,0%,0%,0%,8%,"Burchinal, Tanna L"
ART,2130,001,Begin Photography,69%,31%,0%,0%,0%,0%,0%,0%,"Wrangle, Anderson"
ART,2170,001,Beginning Ceramics,75%,25%,0%,0%,0%,0%,0%,0%,"Elsey, Lindsey Ann"
AS,1100,002,Air Force Today II,88%,12%,0%,0%,0%,0%,0%,0%,"Jordan, Steven Price"
AS,2100,003,Dev of Air Power II,86%,7%,7%,0%,0%,0%,0%,0%,"Mann, Christopher R"
ASL,1010,002,Am Sign Lang I,60%,30%,0%,0%,0%,0%,0%,10%,"Brant, William Alton"
ASL,1020,002,Am Sign Lang I,71%,7%,21%,0%,0%,0%,0%,0%,"Misener Dunn, Kim Ma"
ASL,2020,001,Am Sign Lang II,47%,47%,5%,0%,0%,0%,0%,0%,"Brant, William Alton"
ASTR,1010,001,Solar System Astr,47%,22%,15%,7%,3%,0%,0%,5%,"Brittain, Sean D"
ASTR,1020,001,Stellar Astronomy,22%,49%,18%,2%,2%,0%,0%,6%,"Flower, Phillip J"
ASTR,1020,002,Stellar Astronomy,17%,52%,20%,1%,1%,0%,0%,9%,"Flower, Phillip J"
ASTR,1020,003,Stellar Astronomy,18%,38%,34%,4%,4%,0%,0%,1%,"Flower, Phillip J"
ASTR,1030,001,Solar Systm Astr Lab,58%,19%,4%,0%,8%,0%,0%,12%,"Leising, Mark D"
ASTR,1030,002,Solar Systm Astr Lab,50%,15%,5%,5%,15%,0%,0%,10%,"Leising, Mark D"
ASTR,1040,001,Stellar Astr Lab,44%,32%,20%,0%,4%,0%,0%,0%,"Leising, Mark D"
ASTR,1040,002,Stellar Astr Lab,35%,45%,15%,0%,5%,0%,0%,0%,"Leising, Mark D"
ASTR,1040,003,Stellar Astr Lab,64%,28%,0%,0%,0%,0%,0%,8%,"Leising, Mark D"
ASTR,1040,005,Stellar Astr Lab,33%,33%,17%,0%,11%,0%,0%,6%,"Leising, Mark D"
ASTR,1040,006,Stellar Astr Lab,14%,52%,24%,0%,10%,0%,0%,0%,"Leising, Mark D"
AUD,2850,001,Acoustics of Music,20%,47%,27%,0%,0%,0%,0%,7%,"Altstatt, Hamilton S"
AUE,8160,001,Eng Combustion Emiss,83%,17%,0%,0%,0%,0%,0%,0%,"Prucka, Robert G"
AUE,8170,003,Alt Energy Sources,37%,59%,5%,0%,0%,0%,0%,0%,"Pisu, Pierluigi"
AUE,8500,006,Stability/Safety Sys,85%,15%,0%,0%,0%,0%,0%,0%,"Ayalew, Beshah"
AUE,8550,016,Auto Struct Analysis,45%,55%,0%,0%,0%,0%,0%,0%,"Schmueser, David Wil"
AUE,8690,008,Qual Assur Automotiv Manuf Sys,58%,38%,4%,0%,0%,0%,0%,0%,"Mears, Michael L"
AUE,8770,009,Light-Weight Design,38%,63%,0%,0%,0%,0%,0%,0%,"Abu-Farha, Fadi Kama"
AUE,8820,010,Systems Integration Method,91%,9%,0%,0%,0%,0%,0%,0%,"Venhovens, Paul"
AUE,8860,011,Noise Vibration,75%,13%,0%,0%,13%,0%,0%,0%,"Haque, Imtiaz Ul"
AUE,8930,015,Innov & Entrepreneurship,56%,42%,0%,0%,0%,0%,0%,2%,"Bodde, David Leo"
AUE,8930,016,Fundamentals of Injection Mold,78%,22%,0%,0%,0%,0%,0%,0%,"Pilla, Srikanth"
AVS,2010,001,Poultry Techniques,93%,4%,0%,4%,0%,0%,0%,0%,"Birrenkott, Glenn P"
AVS,2050,001,Horsemanship Techniques,58%,42%,0%,0%,0%,0%,0%,0%,"Baxley, Anna Rebecca"
AVS,2060,001,Swine Techniques,83%,11%,2%,0%,2%,0%,0%,2%,"Miller, Richelle Lor"
AVS,2090,001,Livestock Exhibition Technique,93%,6%,0%,0%,0%,0%,0%,1%,"Miller, Richelle Lor"
AVS,2110,001,Meat Processing Techniques,79%,21%,0%,0%,0%,0%,0%,0%,"Bolt, Brian G",
AVS,2120,001,Small Ruminant Techniques,90%,5%,0%,0%,0%,0%,0%,5%,"Dunn, Heather Walker",
AVS,3010,001,Anat & Phys Dom Ani,40%,29%,22%,4%,4%,0%,0%,2%,"Wilmoth, Tiffany A",
AVS,3100,001,Animal Health,71%,16%,6%,2%,3%,0%,0%,2%,"Scott, Thomas R",
AVS,3150,001,Animal Welfare,27%,36%,27%,5%,5%,0%,0%,0%,"Skewes, Peter A",
AVS,3700,001,Prin Animal Nutr,10%,18%,40%,11%,18%,0%,0%,3%,"Long, Nathan M",
AVS,3750,001,Appl Animal Nutr,40%,34%,18%,6%,0%,0%,0%,2%,"Lascano, Gustavo Jos",
AVS,4000,001,AVS Professional Development,62%,24%,0%,12%,0%,0%,0%,3%,"Lascano, Johanna Joh",
AVS,4060,001,Seminars & Relat Top,70%,30%,0%,0%,0%,0%,0%,0%,"Jones, Jeryl C",
AVS,4090,002,Selected Topics/CAFLS Plus,94%,3%,0%,0%,3%,0%,0%,0%,"Scott, Thomas R",
AVS,4090,007,Sel Topics- Scientific Writing,69%,31%,0%,0%,0%,0%,0%,0%,"Jones, Jeryl C",
AVS,4100,001,Domestic Ani Behav,37%,39%,18%,3%,2%,0%,0%,1%,"Skewes, Peter A",
AVS,4110,400,Ani Growth & Develop,62%,15%,15%,0%,8%,0%,0%,0%,"Duckett, Susan Kay",
AVS,4120,001,Adv Equine Mgmt,64%,29%,7%,0%,0%,0%,0%,0%,"Vernon, Kristine Lan",
AVS,4130,001,Animal Products,78%,21%,1%,0%,0%,0%,0%,0%,"Bolt, Brian G",
AVS,4170,001,Animal Agribusiness Develpmnt,23%,68%,9%,0%,0%,0%,0%,0%,"Vernon, Kristine Lan",
AVS,4220,002,Special Problems/CAFLS Plus,94%,3%,0%,0%,3%,0%,0%,0%,"Scott, Thomas R",
AVS,4530,001,Animal Reproduction,50%,31%,17%,0%,0%,0%,0%,2%,"Birrenkott, Glenn P",
AVS,4530,400,Animal Reproduction,50%,30%,10%,10%,0%,0%,0%,0%,"Birrenkott, Glenn P",
AVS,6110,001,Ani Growth & Develop,60%,40%,0%,0%,0%,0%,0%,0%,"Duckett, Susan Kay",
BCHM,3010,001,Molecular Biochem,25%,21%,25%,13%,6%,0%,0%,10%,"Morris, Meredith Tei",
BCHM,3010,002,Molecular Biochem(HON),68%,15%,15%,0%,0%,0%,0%,3%,"Morris, Meredith Tei",H
BCHM,3020,001,Molecular Biochemistry Lab,77%,8%,8%,0%,0%,0%,0%,8%,"Morris, Meredith Tei",
BCHM,3020,002,Molecular Biochemistry Lab,56%,25%,6%,13%,0%,0%,0%,0%,"Morris, Meredith Tei",
BCHM,3020,003,Molecular Biochemistry Lab,36%,55%,9%,0%,0%,0%,0%,0%,"Morris, Meredith Tei",
BCHM,3050,001,Essen Elements Bioch,32%,36%,18%,5%,5%,0%,0%,4%,"Chandrasekaran, Srik",
BCHM,3050,002,Essen Elements Bioch,40%,37%,13%,7%,1%,0%,0%,3%,"Wang, Liangjiang",
BCHM,4060,001,Physiological Chem,41%,25%,25%,2%,4%,0%,0%,2%,"Bodine, Ashby Burges",
BCHM,4320,001,Bioch of Metabolism,61%,35%,0%,3%,0%,0%,0%,0%,"Paul, Kimberly S",
BCHM,4340,001,General Biochemistry Lab II,75%,20%,0%,0%,0%,0%,0%,5%,"Paul, Kimberly S",
BCHM,4340,002,General Biochemistry Lab II,84%,11%,0%,0%,0%,0%,0%,5%,"Paul, Kimberly S",
BCHM,4360,001,Genes to Proteins,23%,41%,27%,0%,5%,0%,0%,5%,"Sehorn, Michael Glen",
BCHM,4360,002,Genes to Proteins(HON),85%,15%,0%,0%,0%,0%,0%,0%,"Sehorn, Michael Glen",H
BCHM,4900,001,Strategic Markting Relay 4 Lif,98%,1%,0%,0%,0%,0%,0%,1%,"Sehorn, Michael Glen",
BE,2100,001,Intro to Biosystems Engr,75%,22%,0%,0%,0%,0%,0%,3%,"Zheng, Yi",
BE,3220,001,Sm Wtrshd Hyd & Sed,29%,33%,29%,4%,4%,0%,0%,0%,"Owino, Tom O.",
BE,4120,001,Be Heat Mass Trans,48%,29%,10%,10%,5%,0%,0%,0%,"Drapcho, Caye Marie",
BE,4240,001,Ecological Engr,83%,17%,0%,0%,0%,0%,0%,0%,"Darnault, Christophe",
BE,4380,001,Bioprocess Engineering Design,52%,29%,0%,14%,5%,0%,0%,0%,"Walker, Terry H",
BIOE,2010,001,Intro Biomed Engr,47%,31%,16%,0%,0%,0%,0%,6%,"Webb, Charles K",
BIOE,3020,001,Biomaterials,53%,33%,8%,1%,1%,0%,0%,3%,"Reukov, Vladimir Vla",
BIOE,3200,001,Biomechanics,81%,19%,0%,0%,0%,0%,0%,0%,"Nagatomi, Jiro",
BIOE,3210,001,Biofluid Mechanics,34%,43%,12%,5%,0%,0%,0%,6%,"Harcum, Sarah W",
BIOE,3700,001,Bioinst & Imaging,29%,53%,11%,0%,2%,0%,0%,5%,"Kwartowitz, David M",
BIOE,4030,001,Applied Bio E Design,97%,1%,0%,1%,0%,0%,0%,0%,"Desjardins, John D",
BIOE,4200,001,Sports Engineering,90%,5%,5%,0%,0%,0%,0%,0%,"Smith, Cynthia Mille",
BIOE,4510,033,CI-Og Design,87%,0%,0%,0%,0%,0%,0%,13%,"Desjardins, John D",
BIOE,6350,001,Modeling of Multiphysics Prob,63%,38%,0%,0%,0%,0%,0%,0%,"Zhang, Guigen",
BIOE,8020,410,Biocompatibility,67%,33%,0%,0%,0%,0%,0%,0%,"Vyavahare, Narendra",
BIOE,8150,410,Design Manuf Medical Devices,78%,22%,0%,0%,0%,0%,0%,0%,"Harman, Melinda K",
BIOE,8500,401,"Cells, Stem Cells & Dev't",63%,38%,0%,0%,0%,0%,0%,0%,"Foley, Ann Catherine",
BIOL,1040,001,General Biology II,24%,31%,25%,12%,5%,0%,0%,5%,"Espinoza, Nora R",
BIOL,1040,002,General Biology II,15%,32%,28%,12%,9%,0%,0%,4%,"Ickes, Kalan L",
BIOL,1040,003,General Biology II,46%,33%,14%,5%,1%,0%,0%,0%,"Surver, William M",
BIOL,1040,004,General Biology II (HON),56%,38%,0%,0%,0%,0%,0%,6%,"Espinoza, Nora R",H
BIOL,1060,001,Gen Biology Lab II,25%,25%,15%,25%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1060,002,Gen Biology Lab II,11%,26%,21%,32%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1060,003,Gen Biology Lab II,15%,50%,15%,10%,10%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,004,Gen Biology Lab II,20%,20%,25%,25%,0%,0%,0%,10%,"Kaisa, Tafadzwa R",
BIOL,1060,005,Gen Biology Lab II,20%,20%,35%,15%,10%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,006,Gen Biology Lab II,20%,25%,15%,20%,20%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,007,Gen Biology Lab II,25%,30%,15%,25%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,010,Gen Biology Lab II,0%,30%,30%,25%,5%,0%,0%,10%,"Kaisa, Tafadzwa R",
BIOL,1060,011,Gen Biology Lab II,10%,20%,30%,20%,10%,0%,0%,10%,"Kaisa, Tafadzwa R",
BIOL,1060,012,Gen Biology Lab II,32%,32%,21%,5%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1060,013,Gen Biology Lab II,35%,30%,20%,5%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1060,014,Gen Biology Lab II,10%,25%,35%,20%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1060,015,Gen Biology Lab II,40%,20%,35%,5%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,016,Gen Biology Lab II,25%,35%,15%,15%,10%,0%,0%,0%,"Kaisa, Tafadzwa R",
